1	5508	FALSE
2	6780	FALSE
3	15932	FALSE
4	11708	FALSE
5	15924	FALSE
6	7320	FALSE
7	11364	FALSE
8	10112	FALSE
9	11268	FALSE
10	14268	FALSE
11	5476	FALSE
12	27488	TRUE
13	32348	TRUE
14	21440	TRUE
15	26500	TRUE
16	30432	TRUE
17	26828	TRUE
18	32428	TRUE
19	33044	TRUE
20	23736	TRUE
21	35988	TRUE
22	23724	TRUE
23	23052	TRUE
24	35812	TRUE
25	25468	TRUE
26	25444	TRUE
27	25356	TRUE
28	27440	TRUE
29	25132	TRUE
30	49068	TRUE
31	27564	TRUE
32	30556	TRUE
33	26260	TRUE
34	34580	TRUE
35	25532	TRUE
36	33020	TRUE
37	27300	TRUE
38	27424	TRUE
39	34068	TRUE
40	31860	TRUE
41	36240	TRUE
42	25820	TRUE
43	25356	TRUE
44	27440	TRUE
45	25132	TRUE
46	27380	TRUE
47	21416	TRUE
48	27024	TRUE
49	25396	TRUE
50	23388	TRUE
51	26504	TRUE
52	27224	TRUE
